TIMESTAMP,LONGITUDE,LATITUDE,MMSI,HEADING,RATE_OF_TURN,SPEED,STATUS
2018-05-14 18:04:00,4.271833419799805,51.87966537475586,269057378,,-731.386474609375,0.0,0
2018-05-14 18:04:00,3.7287182807922363,51.94013595581055,538002648,354,0.0,0.5,0
2018-05-14 18:04:00,5.03077507019043,51.96901321411133,244780451,,-731.386474609375,8.600000381469727,0
2018-05-14 18:04:00,4.414673328399658,51.912803649902344,244660819,,-731.386474609375,0.10000000149011612,0
